id ;código;nombre;categoría;subcategoría;variante;origen;trazabilidad;formato;peso_aprox;descripción;imagen;destacado
;00140814;PECHUGA POLLO  F70;;;;;;;;;;
;07372196;PECHUGA POLLO 14M;;;;;;;;;;
;21733795;PECHUGA POLLO CONGELADA C/6KG;;;;;;;;;;
;23399728;PECHUGA ENTERA POLLO 7-8UD BJA 2;;;;;;;;;;
;24977506;SOLOMILLO POLLO 400GRS;;;;;;;;;;
;25830456;PECHUGAS POLLO ENTERAS FLOWPACK;;;;;;;;;;
;25964420;PECHUGA POLLO IQF CONG. 2,5K C/1;;;;;;;;;;
;25964438;PECHUGA POLLO CONGELADA C/15KG;;;;;;;;;;
;26236869;PECHUGA ENTERA FTO.FAMILIAR;;;;;;;;;;
;00601609;PECHUGA POLLO FILETEADA 18*25;;;;;;;;;;
;12636015;PECHUGA EXTRAFINA POLLO  F70;;;;;;;;;;
;18856872;PECH.POLLO FILETE MUY FINA 250GR;;;;;;;;;;
;19941368;PECHUGA FILETEADA (110-120 GR) 2;;;;;;;;;;
;19941376;CONTRAMUSLO POLLO DESHUESADO 2/2;;;;;;;;;;
;19990258;PECHUGA FILETEADA (90 GR) 2/2 KG;;;;;;;;;;
;23419476;PECHUGA POLLO FILETE 60 GRS;;;;;;;;;;
;23419575;CENTRO DE ESPALDA TERNERA;;;;;;;;;;
;24977472;PECHUGA POLLO MUY FINA 350GRS;;;;;;;;;;
;24977498;FILETE SOLOMILLO POLLO 350GRS;;;;;;;;;;
;25945940;PECHUGA FILETEADA CONG 6/600GR;;;;;;;;;;
;26236877;FILETES PECHUGA FTO.FAMILIAR;;;;;;;;;;
;00219642;ALAS POLLO  F70;;;;;;;;;;
;07372295;ALAS PARTIDAS BANDEJA FAMILIAR;;;;;;;;;;
;15767163;ALAS POLLO GRANEL C/5KG;;;;;;;;;;
;21734694;ALAS PARTIDAS POLLO 2/1445GR;;;;;;;;;;
;21734736;ALAS PARTIDAS CONGELADAS C/6KG;;;;;;;;;;
;25830472;ALAS POLLO FLOWPACK C/2;;;;;;;;;;
;25945890;ALAS PARTIDAS CONGELADAS 8/600GR;;;;;;;;;;
;25945908;BLANQUETA POLLO CONGELADA 8/600G;;;;;;;;;;
;25945916;ALON POLLO CONGELADAS 8/600GR;;;;;;;;;;
;26236901;ALAS POLLO FORMATO FAMILIAR;;;;;;;;;;
;00220707;JAMONCITOS POLLO F70;;;;;;;;;;
;02173771;CUARTOS TRASEROS POLLO FAMILIAR;;;;;;;;;;
;07372220;CUARTO TRASEROS POLLO F70;;;;;;;;;;
;07372329;JAMONCITOS DE POLLO 14M;;;;;;;;;;
;15767395;TRASEROS POLLO GRANEL C/10KG;;;;;;;;;;
;21734769;TRASEROS POLLO CONGELADOS C/5KG;;;;;;;;;;
;25830464;TRASEROS POLLO FLOWPACK C/3;;;;;;;;;;
;25945924;JAMONCITO POLLO CONGELADA 8/600G;;;;;;;;;;
;25964370;MUSLO DESH C/PI CONGELADO 4X2,5;;;;;;;;;;
;26236885;TRASEROS POLLO FTO. FAMILIAR;;;;;;;;;;
;26236893;JAMONCITOS POLLO FTO.FAMILIAR;;;;;;;;;;
;26236919;CONTRAMUSLO POLLO FTO.FAMILIAR;;;;;;;;;;
;90065616;(V) MUSLOS POLLO PARA BRASA;;;;;;;;;;
;05154471;MUSLOS TROCEADOS 18*25*45;;;;;;;;;;
;05154489;POLLO  BARBACOA;;;;;;;;;;
;05154497;POLLO TROCEADO;;;;;;;;;;
;05299615;DELICIAS POLLO 18*25*459;;;;;;;;;;
;19941350;PECHUGA EN TIRAS 2/2 KGS;;;;;;;;;;
;23419484;POLLO TROCEADO,KG.;;;;;;;;;;
;23685068;PECHUGA DE POLLO TACOS KG;;;;;;;;;;
;23685076;PECHUGA POLLO TIRAS K;;;;;;;;;;
;23688948;FILETES PECHUGA DE POLLO;;;;;;;;;;
;23688955;POLLO PARA AJILLO C/H K;;;;;;;;;;
;25849845;MEDIO POLLO CORRAL TROCEADO BJA;;;;;;;;;;
;25945932;DELICIAS POLLO CONGELADAS 8/600G;;;;;;;;;;
;90091726;TIRAS PARA WOK DE POLLO;;;;;;;;;;
;00077578;POLLO DE CORRAL COREN BANDEJA;;;;;;;;;;
;21237862;POLLO ENTERO PAZO DE PIAS BDJA;;;;;;;;;;
;00744938;PECHUGAS POLLO CORRAL COREN 500;;;;;;;;;;
;21239355;PECHUGA ENTERA PAZO PIAS BDJA;;;;;;;;;;
;05384623;PECHUGA FILETEADA CORRAL COREN 4;;;;;;;;;;
;21239363;PECHUGA FILETE PAZO PIAS BDJA;;;;;;;;;;
;21238423;ALAS PARTIDAS PAZO PIAS BDJA;;;;;;;;;;
;00744904;MUSLOS POLLO CORRAL COREN 600 GR;;;;;;;;;;
;21239223;TRASEROS PAZO DE PIAS BDJA;;;;;;;;;;
;00224972;CARCASAS 18*25*60;;;;;;;;;;
;05154539;1/4 GALLINA SEMIPESADA COROK;;;;;;;;;;
;21734819;CARCASA POLLO COMPENSADO;;;;;;;;;;
;00224998;CUELLOS POLLO COROK SADA;;;;;;;;;;
;00599340;ENVASES PROVEEDORES (00)COREN;;;;;;;;;;
;16002479;MOLLEJAS POLLO AL VACIO,KG;;;;;;;;;;
;26236984;FIL.PECHUG.POLL.EXTR.G.GOURMET;;;;;;;;;;
;03061769;PAVITA EXTRA KG...;;;;;;;;;;
;18856864;PECHUGA PAVO FILETEADA FINA 300-;;;;;;;;;;
;20025102;PECHUGA PAVO FILETEADA COREN;;;;;;;;;;
;20025110;MEDALLON SOLOMILLO PAVO COREN;;;;;;;;;;
;20025128;CHULETA CONTRAMUSLO PAVO COREN;;;;;;;;;;
;24936015;JAMONCITO DE PAVO 1U COREN KG;;;;;;;;;;
;25945957;PECHUGA PAVO FILET. CONG. 6/600G;;;;;;;;;;
;25945965;OSSOBUCCO PAVO CONGELADAS 6/1KG;;;;;;;;;;
;25945973;CHULETAS PAVO CONGELADAS 5/1KG;;;;;;;;;;
;26234534;PECHUG.PAVO FILETEAD.LAGO 300G;;;;;;;;;;
;16148421;PECHUGA PAVO AJILLO C/6;;;;;;;;;;
;20025169;FILETE MARINAD.NAT.PAVO COREN;;;;;;;;;;
;20025177;FILETE PECH.PAVO PIMENTO COREN;;;;;;;;;;
;20025185;CHULETA PAVO AL AJILLO COREN;;;;;;;;;;
;25412917;CHULETA PAVO AJILLO C/6;;;;;;;;;;
;90095005;TIRAS PARA WOK DE PAVO;;;;;;;;;;
;24104424;MAGRET DE PATO COREN;;;;;;;;;;
;21836903;MUSLO DE PATO BERBERIA SKIN;;;;;;;;;;
;04895447;PERDIZ SIN PLUMA 2 UN;;;;;;;;;;
;12857231;CODORNIZ BOLSA 4 UN;;;;;;;;;;
;00653600;COQUELET CORRAL COREN BOLSA 1UNI;;;;;;;;;;
;00654665;PICANTONES CORRAL BJA 2UN 0,5K;;;;;;;;;;
;02801926;CAPON DELICIA NAVIDAD COREN BJA;;;;;;;;;;
;03906773;PATITA BERBERIA EXTRA COREN BJA;;;;;;;;;;
;05877089;PAVITA LIMPIA COREN;;;;;;;;;;
;05968318;PAVO LIMPIO HEMBRA BANDEJA;;;;;;;;;;
;15766686;PULARDA CORRAL COREN CONVENTO AL;;;;;;;;;;
;15766835;CAPON CORRAL COREN AUTENTICO;;;;;;;;;;
;21836762;PULARDA LIMPIA BANDEJA 2KG;;;;;;;;;;
;23115975;PAVITA DESHUESADA COREN;;;;;;;;;;
;00100479;HIGADO TERNERA;;;;;;;;;;
;00100495;LENGUA TERNERA;;;;;;;;;;
;03054426;TAPA TERNERA GALLEGA VITRINA;;;;;;;;;;
;15788987;RIÑONES TERNERA BOLSA/1 KG;;;;;;;;;;
;16612236;DELANTERO S/F TERN.ROSADA;;;;;;;;;;
;19709815;LONJA TERNERA;;;;;;;;;;
;19709831;ESCALOPE BABILLA TERNERA;;;;;;;;;;
;19709849;ESCALOPE CONTRA TERNERA;;;;;;;;;;
;19709864;WOK DE TERNERA;;;;;;;;;;
;19709872;FILETE TERNERA;;;;;;;;;;
;19709906;CADERA TERNERA CON RABILLO;;;;;;;;;;
;19709930;PICAÑA TERNERA;;;;;;;;;;
;19709971;REDONDO TERNERA;;;;;;;;;;
;19710029;SOLOMILLO TERNERA;;;;;;;;;;
;20044301;CADERA TERNERA GALLEGA C/3;;;;;;;;;;
;20044319;BABILLA TERNERA GALLEGA C/3;;;;;;;;;;
;20044327;CONTRA TERNERA GALLEGA C/3;;;;;;;;;;
;20044343;CENTRO ESPALDA T.GALLEGA C/4;;;;;;;;;;
;20044376;MORCILLO DELANT T.GALLEGA C/4;;;;;;;;;;
;20044418;MORCILLO TRASE T.GALLEGA C/4;;;;;;;;;;
;20044467;TAPA TERNERA GALLEGA C/3;;;;;;;;;;
;20044558;CADERA TG SUPREMA C/3;;;;;;;;;;
;20044566;BABILLA TG SUPREMA C/3;;;;;;;;;;
;20044582;CONTRA TG SUPREMA C/3;;;;;;;;;;
;20044616;CULATA TG SUPREMA C/4;;;;;;;;;;
;20044624;PICAÑA T.G. SUPREMA;;;;;;;;;;
;20044632;REDONDO TG SUPREMA C/4;;;;;;;;;;
;20044640;SOLOMILLO TG SUPREMA C/2;;;;;;;;;;
;20044657;TAPA TG SUPREMA C/3;;;;;;;;;;
;21734876;BABILLA VACA IMPORTACION;;;;;;;;;;
;23399744;GUISAR S/H T.G.TAPA;;;6,23 €;47%;06/08/2026;12/08/2026;Excel;;;
;23399751;PIEZA TAPA CONTRA ENTERA KG;;;;;;;;;;
;23399777;FILETES T.G. TAPA CONTRA;;;;;;;;;;
;23401128;PECHUGA FILETEADA POLLO GRANEL;;;;;;;;;;
;23401151;FALDA EN TIRAS TG;;;;;;;;;;
;23419385;SOLOMILLO TERNERA 12 MESES;;;;;;;;;;
;23419419;FILETE TERNERA 1 A CROCA BABILLA;;;;;;;;;;
;23811888;TAPA TERNERA GALLEGA VACIO C/2;;;;;;;;;;
;23812019;CADERA C/RABIL. T.G. VACIO C/2;;;;;;;;;;
;23812027;REDONDO T.G. VACIO C/2;;;;;;;;;;
;23812035;CONTRA TERNERA GALLEGA VACIO C/2;;;;;;;;;;
;23812043;PICAÑA TERNERA GALLEGA VACIO C/2;;;;;;;;;;
;23812068;BABILLA TERNERA GALLEGA VACIO C/;;;;;;;;;;
;23812126;SOLOMILLO TERNER GALLEGA VACÍO C;;;;;;;;;;
;24258824;ESPALDA TERNERA GALLEGA VACIO;;;;;;;;;;
;00105833;CHULETERO TERNERA ROSADA;;;;;;;;;;
;15874563;ENTRECOT TERNERA GALLEGA C/2;;;;;;;;;;
;19710003;CHULETAS TERNERA;;;;;;;;;;
;19710011;ENTRECOT TERNERA;;;;;;;;;;
;21734892;ENTRECOT TERNERA GALLEGA;;;;;;;;;;
;21734900;ASAR ESPALDA T.G. C/HUESO KG;;;;;;;;;;
;21734959;JARRETE TERN 12 MESES GVR(TRASERO);;;;;;;;;;
;21734967;JARRETE TERNERA ROSADA CONG C/20;;;;;;;;;;
;21735097;(V) SOLOMILLO TERN. 12 MESES GVR;;;;;;;;;;
;21735105;CABEZA DE SOLOMILLO KG;;;;;;;;;;
;21735162;JARRETE TERNERA 12 MESES;;;;;;;;;;
;21735261;SOLOMILLO TERNERA ROSADA CONG;;;;;;;;;;
;21735287;SOLOMILLO CONGELADO;;;;;;;;;;
;21735295;SOLOMILLO VACA < 2 KG;;;;;;;;;;
;21735303;CHULETAS TERN.GALLEGA AL CORTE,K;;;;;;;;;;
;23399769;1/2 CANAL TERNERA GALLEGA VACÍO.;;;;;;;;;;
;23399793;PIEZA CROCA BABILLA ENTERA KG;;;;;;;;;;
;23419237;1/2 LOMO (BAJO C/SOLOMILLO) T.G.;;;;;;;;;;
;23419278;1/2 LOMO (ALTO) T.G.;;;;;;;;;;
;23419328;OSOBUCO TERNERA 12 MESES;;;;;;;;;;
;23419336;"CHULETAS TERNERA ""MENU"" TROZO";;;12,74 €;7%;04/08/2026;10/08/2026;Excel;;;
;23812100;LOMO ALTO C/H T.GALLEGA VACÍO C/;;;;;;;;;;
;23812118;LOMO BAJO S/H T.GALLEGA VACÍO C/;;;;;;;;;;
;90020027;"CHULETA DE VACA GALLEGA ""MACERAD";;;;;;;;;;
;90062254;CHULETÓN PORCIONADO 300(COMPRA);;;;;;;;;;
;90062255;CHULETÓN PORCIONADO 400(COMPRA);;;;;;;;;;
;90062256;CHULETÓN IBONE 350 (COMPRA);;;;;;;;;;
;90062258;ENTRECOT PORCIONADO 300(COMPRA);;;;;;;;;;
;00100453;CORAZONES DE T.           (U);;;;;;;;;;
;00101196;CARRILLERAS TERNERA;;;;;;;;;;
;00727032;MOLLEJAS TERNERA;;;;;;;;;;
;03310786;FALDA C/H TERNERA GALLEGA;;;;;;;;;;
;16120800;RABO DE TERNERA, KG;;;;;;;;;;
;16492464;PATAS TERNERA CORTADAS CONGELADA;;;;;;;;;;
;16492480;ESTOMAGOS TERNERA CORTADOS CONGE;;;;;;;;;;
;16528010;ESTOMAGOS TERNERA CONGELADOS;;;;;;;;;;
;16612319;FALDA TERNERA ROSADA;;;;;;;;;;
;17517376;PULMON/TRAQUEA TERNERA;;;;;;;;;;
;17517392;MORROS DE TERNERA;;;;;;;;;;
;17767021;PILAR DE ENTRAÑA DE TERNERA;;;;;;;;;;
;19709955;CULATA DE CONTRA TERNERA;;;;;;;;;;
;19709989;JARRETE TERNERA;;;;;;;;;;
;19710045;PEZ TERNERA;;;;;;;;;;
;19710052;LLANA DE TERNERA;;;;;;;;;;
;19710078;CENTRO DE ESPALDA TERNERA;;;;;;;;;;
;19710086;OSOBUCO TERNERA;;;;;;;;;;
;19710102;AGUJA C/H TERNERA;;;;;;;;;;
;19710110;CENTRO DE FALDA TERNERA;;;;;;;;;;
;19710128;FALDA EN TIRAS TERNERA;;;;;;;;;;
;19710144;PECHO C/H TERNERA;;;;;;;;;;
;19710169;ESTOFADO DE TERNERA;;;;;;;;;;
;21735311;OSSOBUCO DE TERN. GALL;;;;;;;;;;
;21735329;REDONDO T.G.;;;;;;;;;;
;21735691;MAGRO TERNERA;;;;;;;;;;
;21958368;TIRA CORTADA TERNERA, KG (V);;;;;;;;;;
;23399785;ASAR AGUJA T.G.C/HUESO;;;;;;;;;;
;23399819;JARRETE T.G. O MORCILLO.;;;;;;;;;;
;23399827;ASAR ESPALDA T.G. S/HUESO KG;;;9,62 €;8%;04/08/2026;10/08/2026;Excel;;;
;23399835;ASAR AGUJA T.G. S/HUESO KG;;;;;;;;;;
;23812076;CULATA TERNERA GALLEGA VACIO C/2;;;;;;;;;;
;23812092;OSOBUCO TERNERA GALLEGA VACIO C/;;;;;;;;;;
;23812134;TAPILLA TERNERA GALLEGA VACÍO C/;;;;;;;;;;
;23812142;PEZ TERNERA GALLEGA VACÍO C/6;;;;;;;;;;
;23812159;LLANA TERNERA GALLEGA VACÍO C/6;;;;;;;;;;
;23812316;CENTRO ESPALDA T.GALLEGA VACÍO C;;;;;;;;;;
;23812324;BRAZUELO TERNERA GALLEGA VACÍO C;;;;;;;;;;
;23812340;JARRETE DELANT T.GALLEGA VACÍO C;;;;;;;;;;
;23812357;CENTRO FALDA T.GALLEGA VACÍO C/2;;;;;;;;;;
;23831985;OSOBUCO T. GALLEGA VACIO C/3;;;;;;;;;;
;24296881;HUESO DE CAÑA TERNERA GRANEL (2;;;;;;;;;;
;24469793;TAPILLA TERNERA GALLEGA VACÍO;;;;;;;;;;
;24580649;TENDON TERNERA VACIO;;;;;;;;;;
;90018325;OSOBUCO TERN 12 MESES C;;;;;;;;;;
;17766791;CARNE ENTRAÑA DE TERNERA;;;;;;;;;;
;20170858;REDONDO AÑOJO VACIO C/5;;;;;;;;;;
;20170866;PICAÑA AÑOJO VACIO C/3;;;;;;;;;;
;20172375;LLANA AÑOJO VACIO C/6;;;;;;;;;;
;20172383;ENTRECOT AÑOJO VACIO C/2;;;;;;;;;;
;20172466;BABILLA AÑOJO VACIO C/3;;;;;;;;;;
;20890869;C. AGUJA AÑOJO ANGUS M.VERGARA;;;;;;;;;;
;23154065;PICAÑA ANGUS IRLANDA VACIO;;;;;;;;;;
;23154073;BABILLA ANGUS VACIO;;;;;;;;;;
;23419609;CULATAS TERNERA IMPORTACION;;;;;;;;;;
;23832058;SOLOMILLO ANGUS KG;;;;;;;;;;
;25321290;TAPA AÑOJO VACIO C/2;;;;;;;;;;
;25321308;CENTRO ESPALDILLA BLACK ANGUS C/;;;;;;;;;;
;25321316;CONTRA BLACK ANGUS VACIO C/2;;;;;;;;;;
;00109751;ENTRECOT ENTERO DE AÑOJO;;;;;;;;;;
;20892055;ENTRECOT AÑOJO ANGUS M.VERGARA;;;;;;;;;;
;20892063;CHULETA AÑOJO ANGUS M.VERGARA;;;;;;;;;;
;22465900;CHULETERO ANGUS C/H C/SOLOMILLO;;;;;;;;;;
;22465991;CHULETERO ANGUS C/H S/SOLOMILLO;;;;;;;;;;
;23153653;CHULETERO ANGUS ORIGEN IRLANDA;;;;;;;;;;
;23832066;CHULETA ANGUS KG;;;;;;;;;;
;24276289;PAÑO CHURRASCO AÑOJO VACIO C/2;;;;;;;;;;
;24489114;LOMO CON HUESO DE AÑOJO KG;;;;;;;;;;
;25321399;LOMO BAJO AÑOJO VACIO C/2;;;;;;;;;;
;25321407;LOMO ALTO AÑOJO VACIO C/2;;;;;;;;;;
;25321415;CHULETA ANGUS 7 COSTILLAS VACIO;;;;;;;;;;
;06060347;FALDA RECORTADA CON HUESO;;;;;;;;;;
;20329512;CENTRO AÑOJO VACIO EL POZO C/10-;;;;;;;;;;
;22437453;CHURRASCO ANGUS 3 COSTILLAS VERGARA;;;;;;;;;;
;23154040;CHURRASCO ANGUS VACIO (2UDS/CAJA;;;;;;;;;;
;23832074;TIRA CORTADA AÑOJO KG;;;;;;;;;;
;23832082;TIRA CORT. ANGUS VERGARA KG;;;;;;;;;;
;23832132;TIRA CORT. ANGUS IMPORT KG;;;;;;;;;;
;25321324;RABO AÑOJO ENTERO VACIO C/5;;;;;;;;;;
;25321381;ENTRAÑAS AÑOJO VACIO C/4;;;;;;;;;;
;90066370;CONTRA IMPORTACION;;;;;;;;;;
;24266504;(V) SOLOMILLO DE VACA K;;;;;;;;;;
;90066344;PICAÑA DE VACA (AA) CONGELADA C/20KG;;;;;;;;;;
;01799626;CHULETA VACA PAIS VITRINA;;;;;;;;;;
;20170767;LOMO DE VACA GRANEL;;;;;;;;;;
;20170775;LOMO DE VACA EXTRA GRANEL;;;;;;;;;;
;20170783;LOMO DE VACA SUMMUN   (Raza Rubia Gallega ó Mestiza);;;;;;;;;;
;21735741;CHURRASCO DE VACA;;;;;;;;;;
;21735766;CHULETON VACA SELECCION SUMMUN;;;;;;;;;;
;25016742;(V)LOMO ALTO VACA IMPORTACION;;;;;;;;;;
;25016767;(V)LOMO BAJO VACA IMPORTACION;;;;;;;;;;
;25016775;(V)LOMO ALTO VACA EXTRA;;;;;;;;;;
;25016783;(V)LOMO BAJO VACA EXTRA;;;;;;;;;;
;25016791;(V) LOMO ALTO VACA SUMMUN;;;;;;;;;;
;25016817;(V)LOMO BAJO VACA SUMMUN;;;;;;;;;;
;25016825;(V)LOMO ALTO ANGUS IMPORTAC.;;;;;;;;;;
;25016833;(V)LOMO BAJO ANGUS IMPORTAC.;;;;;;;;;;
;25016841;(V)LOMO ALTO ANGUS VERGARA;;;;;;;;;;
;25016858;(V)LOMO BAJO ANGUS VERGARA;;;;;;;;;;
;25321365;LOMO BAJO VACA VACIO C/1;;;;;;;;;;
;25321373;LOMO ALTO VACA VACIO C/2;;;;;;;;;;
;25647777;CHULETERO ANGUS 5 COSTILLAS GRANE;;;19,75 €;9%;30/07/2026;12/08/2026;Excel;;;
;90001426;LOMO BUEY  GALLEGO (RAZA );;;;;;;;;;
;90066405;LOMO VACA IGP;;;;;;;;;;
;21735774;PICANHA VACA;;;;;;;;;;
;21735782;(V) PICANHA VACA (AA) PREMIUM;;;;;;;;;;
;25321332;RABO VACA ENTERO VACÍO C/5;;;;;;;;;;
;25321357;RABO TERNERA ENTERO VACIO C/8;;;;;;;;;;
;00607069;MAGRO CERDO 2A          (KGR);;;;;;;;;;
;17116914;CINTA SELECTA VACIO C/2;;;;;;;;;;
;20314498;LOMO EXTRATIERNO VACIO C/4;;;4,78 €;6%;04/08/2026;10/08/2026;Excel;;;
;21346945;CINTA DE LOMO CERDO CELTA;;;;;;;;;;
;21736525;CHULETA LOMO CERDO.;;;;;;;;;;
;21736533;ESCALOPE JAMON CERDO 11S;;;;;;;;;;
;21736558;CANAL DE CERDO;;;;;;;;;;
;23419542;MEDIA CINTA DE LOMO;;;;;;;;;;
;24944175;CINTA LOMO TIERNO VACIO C/3;;;;;;;;;;
;25020595;LOMO FRESCO DUROC VACIO COREN GR;;;;;;;;;;
;90091719;LOMO DE CERDO CONGELADO;;;;;;;;;;
;02689644;LOMO ADOBADO EXTRA GRANEL;;;5,19 €;17%;06/08/2026;12/08/2026;Excel;;;
;23401110;MAZA DE PALETA, KG.;;;;;;;;;;
;17116880;CHULETERO S/CAB.SELECTA C/1;;;;;;;;;;
;21347257;CABEZADA C/HUESO CERDO CELTA C/2;;;;;;;;;;
;21347265;CHULETA DE LOMO CERDO CELTA;;;;;;;;;;
;21347398;CHULETA CABEZADA CERDO CELTA;;;;;;;;;;
;21580840;CHULETERO C/CAB COREN SELECTA C/;;;;;;;;;;
;21581426;CABEZA LOMO C/H COREN SELECTA C/;;;;;;;;;;
;21736624;CHULETA CABEZADA CERDO 14M.;;;;;;;;;;
;25020488;CHULET. S/CABEZA DUROC COREN GR;;;;;;;;;;
;25020561;CHULET. C/CABEZA DUROC COREN GR;;;;;;;;;;
;16622664;SOLOMILLO CERDO C/CORDÓN GRANEL;;;;;;;;;;
;17116864;SOLOMILLO SELECTA VACIO 0,4KG;;;;;;;;;;
;21347406;SOLOMILLO CERDO CELTA;;;;;;;;;;
;00100065;COSTILLA  C6;;;;;;;;;;
;00104091;TIRAS DE COSTILLAS      (KGR);;;;;;;;;;
;19738277;TIRA COSTILLA BARBACOA C/12 KGS;;;;;;;;;;
;21347885;COSTILLA CERDO CELTA;;;;;;;;;;
;21347893;TIRA COSTILLA CERDO CELTA;;;;;;;;;;
;21581707;COSTILLA COREN SELECTA C4;;;;;;;;;;
;21581996;TIRA COSTILLA COREN SELECTA;;;;;;;;;;
;21736640;COST CERDO TIRAS CONGELADA C/12K;;;5,19 €;6%;30/07/2026;12/08/2026;Excel;;;
;23695265;COSTILLA CERDO BARBACOA KG;;;;;;;;;;
;25020603;COSTILLA DUROC COREN GR;;;;;;;;;;
;25263567;TIRA COSTILLA DUROC COREN C/5;;;;;;;;;;
;00161034;CODILLO PALETA S/ PATA;;;;;;;;;;
;20021614;(V) FILETE JAMÓN CERDO SELECTA;;;;;;;;;;
;21242607;JAMÓN DESHUESADO DUROC C/2;;;;;;;;;;
;21348016;FILETE CABEZADA CERDO CELTA;;;;;;;;;;
;21348024;FILETE DE JAMÓN CERDO CELTA;;;;;;;;;;
;21736855;PALETA EN MITADES VACIO C/4;;;;;;;;;;
;21736871;TROZO PARA FILETES DE CERDO;;;;;;;;;;
;25020579;JAMON RED.S/PATA DUROC COREN GR;;;;;;;;;;
;20021929;(V) ESTOFADO CERDO SELECTA;;;;;;;;;;
;21348040;ESTOFADO CERDO CELTA;;;;;;;;;;
;21348057;CARNE PICADA CERDO CELTA;;;;;;;;;;
;21348065;CODILLO CERDO CELTA;;;;;;;;;;
;21603501;CODILLO CERDO VACIO FRESCO S/PIE;;;;;;;;;;
;21736954;AGUJA CERDO FAMILIA;;;;;;;;;;
;24580672;LACON FRESCO S/PATA COREN SELECT;;;;;;;;;;
;25020587;PALETA RED.S/PAT DUROC COREN GR;;;;;;;;;;
;21348156;PANCETA CERDO CELTA;;;;;;;;;;
;21736962;PANCETA EN TIRAS, KG;;;;;;;;;;
;16059750;SECRETO DE CERDO VACIO KG;;;;;;;;;;
;17116922;PRESA SELECTA VACIO;;;;;;;;;;
;17116930;SECRETO SELECTA VACIO 0,8KG;;;;;;;;;;
;21737002;CARRILLERA CERDO CONGELADA CONGELADA 6BO;;;;;;;;;;
;21737010;SECRETO DE CERDO PRIMERA CONGEL;;;;;;;;;;
;00100131;LENGUAS DE CERDO        (KGR);;;;;;;;;;
;00100164;OREJAS DE CERDO C/5KG   (KGR);;;;;;;;;;
;00100214;PATAS DE CERDO C/5KGR;;;;;;;;;;
;21737093;LENGUAS DE CERDO;;;;;;;;;;
;21737127;MANOS CERDO FRESCAS (PRECIO VOLUMEN 1,95 €/KG);;;;;;;;;;
;90062168;HIGADOS DE CERDO;;;;;;;;;;
;90068080;PAPADA CERDO KG;;;;;;;;;;
;19190727;CABEZADA S/HUESO IBERTESA C/6 (A;;;;;;;;;;
;19742261;CINTA DE LOMO IBERICA ADOBADA IB;;;;;;;;;;
;25412479;CINTA DE LOMO IBERICO VACIO C/2;;;;;;;;;;
;19149095;COSTILLA PELADA IBERTESA VACIO (;;;;;;;;;;
;19190685;COSTILLA CARNUDA RECORTADA IBERT;;;;;;;;;;
;25412453;CHULETERO IBERICO S/CABEZA C/1;;;;;;;;;;
;25412487;SOLOMILLO IBERICO VACIO C/4;;;;;;;;;;
;25412495;PRESA IBERICA VACIO C/4;;;;;;;;;;
;25412503;SECRETO IBERICO VACIO C/4;;;;;;;;;;
;25412511;ABANICO IBERICO VACIO C/4;;;;;;;;;;
;25412529;COSTILLA IBERICA C/2;;;;;;;;;;
;25412537;MEDALLON CARRILLADA IBERICA C/4;;;;;;;;;;
;25412545;PANCETA CUADRO CON PIEL GR C/1;;;;;;;;;;
;00107797;COCHINILLO +7KG VACIO;;;;;;;;;;
;21787429;COCHINILLO ENTERO CONGEL 5U 4-5K;;;;;;;;;;
;21787510;(V)COCHINILL DESCONGEL 4'5-5'5K;;;;;;;;;;
;21788880;(V)COCHINILL DESCONGEL 5'5-6'5K;;;;;;;;;;
;23108988;COCHINILLO CONGELADO 4U 5-6 KG C;;;;;;;;;;
;24601155;MEDIO COCHINILLO CONGELADO;;;;;;;;;;
;00000612;JAMON CON PIEL C2;;;;;;;;;;
;00100016;AGUJA SIN HUESO;;;;;;;;;;
;00100057;CORAZON DE CERDO        (KGR);;;;;;;;;;
;00100073;CHULETERO CON AGUJA C2;;;;;;;;;;
;00100081;CHULETA SIN AGUJA SIN SOLOMILLO;;;;;;;;;;
;00100099;HIGADO CERDO             (KGR);;;;;;;;;;
;00100115;JAMON SIN HUESO;;;;;;;;;;
;00100263;COCHINILLO VACIO HASTA 5,5 KG;;;;;;;;;;
;00100792;AGUJA CON HUESO C3;;;;;;;;;;
;00103838;LOMO FRESCO  C3;;;;;;;;;;
;00104505;COCHINILLO VACIO 5,5 - 7 KG;;;;;;;;;;
;00165241;PANCETA CERDO C/COSTILLA C2;;;;;;;;;;
;01790351;PALETA C/H C/PIEL C2;;;;;;;;;;
;15757107;CANAL CERDO S/CABEZA S/PANCETA;;;;;;;;;;
;15807803;MORROS FRESCOS C/5KG;;;;;;;;;;
;19845759;MAGRO 80/20 TIENDA C/10KG;;;;;;;;;;
;19955046;JAMON RED.S/P SELECTA C/1;;;;;;;;;;
;19955137;PALETA RED.S/P SELECTA C/1;;;;;;;;;;
;25610957;CANAL DE CERDO S/CHALECO DUROC C;;;;;;;;;;
;24610610;RECENTAL EN CUARTOS VACIO KG;;;;;;;;;;
;90048677;CHULETA DE OVINO C/10KGS;;;;;;;;;;
;00886051;PALETILLA RECENTAL;;;;;;;;;;
;21737432;CUELLO CORDERO CONGELADO BOLSA 3;;;;;;;;;;
;21737465;LOMO RECENTAL;;;;;;;;;;
;21737473;PIERNA CORDERO RECENTAL;;;;;;;;;;
